Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Days_for_Shipment(scheduled),Days_for_Shipping(real),Delivery_Status,Late_Delivery_Risk,Shipping_Mode,Order_Item_Quantity,Order_Item_Discount_Rate,Product_Category_Id,Order_Region,Customer_Country,Customer_Segment,Delivery_Delay,On_Time_Delivery,Order_Month
76266,Payment,2025-01-18,2025-01-20,2,2,Shipping on time,0,Second Class,1,0.119999997,75,Southeast Asia,EE. UU.,Home Office,0,1,1
76307,Payment,2025-01-18,2025-01-21,2,3,Late delivery,1,Second Class,1,0.050000001,75,Oceania,EE. UU.,Home Office,1,0,1
76268,Payment,2025-01-18,2025-01-22,2,4,Late delivery,1,Second Class,1,0.090000004,75,Eastern Asia,EE. UU.,Home Office,2,0,1
76285,Payment,2025-01-18,2025-01-24,4,6,Late delivery,1,Standard Class,1,0.100000001,75,Eastern Asia,EE. UU.,Home Office,2,0,1
76303,Payment,2025-01-18,2025-01-22,4,4,Shipping on time,0,Standard Class,1,0.100000001,75,Southeast Asia,EE. UU.,Home Office,0,1,1
76250,Transfer,2025-01-18,2025-01-24,2,6,Late delivery,1,Second Class,1,0.090000004,75,Southeast Asia,EE. UU.,Home Office,4,0,1
76284,Transfer,2025-01-18,2025-01-23,2,5,Late delivery,1,Second Class,1,0.119999997,75,Southeast Asia,EE. UU.,Home Office,3,0,1
76297,Transfer,2025-01-18,2025-01-21,4,3,Advance shipping,0,Standard Class,1,0.180000007,75,Southeast Asia,EE. UU.,Home Office,-1,1,1
76293,Transfer,2025-01-18,2025-01-22,4,4,Shipping on time,0,Standard Class,1,0.01,75,Southeast Asia,EE. UU.,Home Office,0,1,1
76295,Transfer,2025-01-18,2025-01-24,4,6,Shipping canceled,0,Standard Class,1,0.25,75,Southeast Asia,EE. UU.,Home Office,2,0,1
76283,Cash,2025-01-18,2025-01-22,2,4,Late delivery,1,Second Class,1,0.129999995,75,Southeast Asia,Puerto Rico,Consumer,2,0,1
76382,Debit,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.02,75,Oceania,EE. UU.,Corporate,-1,1,1
76369,Payment,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.180000007,75,Oceania,Puerto Rico,Home Office,1,0,1
76362,Debit,2025-01-19,2025-01-22,2,3,Late delivery,1,Second Class,1,0.039999999,75,Oceania,Puerto Rico,Consumer,1,0,1
76353,Transfer,2025-01-19,2025-01-23,2,4,Shipping canceled,0,Second Class,1,0.159999996,75,Oceania,Puerto Rico,Home Office,2,0,1
76350,Payment,2025-01-19,2025-01-21,1,2,Late delivery,1,First Class,1,0.200000003,75,South Asia,EE. UU.,Consumer,1,0,1
76327,Debit,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.029999999,75,Eastern Asia,Puerto Rico,Consumer,-1,1,1
76321,Debit,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.100000001,75,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76375,Debit,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.100000001,75,Eastern Asia,Puerto Rico,Consumer,2,0,1
76322,Debit,2025-01-19,2025-01-21,1,2,Late delivery,1,First Class,1,0.090000004,75,Southeast Asia,EE. UU.,Corporate,1,0,1
76349,Debit,2025-01-19,2025-01-21,1,2,Late delivery,1,First Class,1,0.25,75,Eastern Asia,Puerto Rico,Corporate,1,0,1
76348,Payment,2025-01-19,2025-01-23,2,4,Late delivery,1,Second Class,1,0.0,75,Eastern Asia,EE. UU.,Corporate,2,0,1
76324,Cash,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.059999999,75,Southeast Asia,EE. UU.,Consumer,1,0,1
76346,Payment,2025-01-19,2025-01-21,2,2,Shipping on time,0,Second Class,1,0.02,75,Southeast Asia,EE. UU.,Consumer,0,1,1
76365,Debit,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.01,75,Eastern Asia,Puerto Rico,Corporate,2,0,1
76378,Payment,2025-01-19,2025-01-23,4,4,Shipping on time,0,Standard Class,1,0.059999999,75,Eastern Asia,EE. UU.,Corporate,0,1,1
76328,Cash,2025-01-19,2025-01-23,4,4,Shipping on time,0,Standard Class,1,0.02,75,Oceania,EE. UU.,Home Office,0,1,1
76380,Cash,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.039999999,75,Southeast Asia,EE. UU.,Home Office,2,0,1
76376,Cash,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.090000004,75,Eastern Asia,EE. UU.,Home Office,-2,1,1
76361,Debit,2025-01-19,2025-01-21,2,2,Shipping on time,0,Second Class,1,0.050000001,75,Oceania,EE. UU.,Consumer,0,1,1
76374,Debit,2025-01-19,2025-01-24,2,5,Late delivery,1,Second Class,1,0.119999997,75,Eastern Asia,EE. UU.,Consumer,3,0,1
76368,Debit,2025-01-19,2025-01-23,2,4,Late delivery,1,Second Class,1,0.200000003,75,Oceania,EE. UU.,Consumer,2,0,1
76366,Transfer,2025-01-19,2025-01-21,2,2,Shipping on time,0,Second Class,1,0.0,75,Eastern Asia,EE. UU.,Corporate,0,1,1
76344,Payment,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.039999999,75,Eastern Asia,EE. UU.,Consumer,1,0,1
76342,Payment,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.059999999,75,Eastern Asia,EE. UU.,Consumer,-1,1,1
76340,Payment,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.090000004,75,South Asia,EE. UU.,Consumer,2,0,1
76355,Payment,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.129999995,75,Southeast Asia,EE. UU.,Consumer,2,0,1
76381,Payment,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.029999999,75,Southeast Asia,Puerto Rico,Corporate,-2,1,1
76379,Payment,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.050000001,75,Southeast Asia,Puerto Rico,Corporate,1,0,1
76364,Debit,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.02,75,Oceania,EE. UU.,Consumer,1,0,1
76326,Debit,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.039999999,75,Eastern Asia,EE. UU.,Consumer,-2,1,1
76377,Debit,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.07,75,Eastern Asia,EE. UU.,Consumer,-1,1,1
76323,Debit,2025-01-19,2025-01-23,4,4,Shipping on time,0,Standard Class,1,0.07,75,Southeast Asia,EE. UU.,Consumer,0,1,1
76339,Debit,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.100000001,75,Eastern Asia,EE. UU.,Consumer,1,0,1
76333,Debit,2025-01-19,2025-01-23,4,4,Shipping on time,0,Standard Class,1,0.180000007,75,South Asia,EE. UU.,Consumer,0,1,1
76331,Debit,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.25,75,South Asia,EE. UU.,Consumer,-2,1,1
76338,Transfer,2025-01-19,2025-01-21,1,2,Late delivery,1,First Class,1,0.119999997,75,South Asia,EE. UU.,Consumer,1,0,1
76347,Transfer,2025-01-19,2025-01-22,2,3,Late delivery,1,Second Class,1,0.01,75,Southeast Asia,Puerto Rico,Corporate,1,0,1
76367,Transfer,2025-01-19,2025-01-22,2,3,Late delivery,1,Second Class,1,0.25,75,Oceania,Puerto Rico,Corporate,1,0,1
76345,Payment,2025-01-19,2025-01-25,2,6,Late delivery,1,Second Class,1,0.029999999,75,Southeast Asia,Puerto Rico,Consumer,4,0,1
76373,Transfer,2025-01-19,2025-01-23,4,4,Shipping canceled,0,Standard Class,1,0.129999995,75,Eastern Asia,EE. UU.,Consumer,0,1,1
76363,Transfer,2025-01-19,2025-01-23,4,4,Shipping canceled,0,Standard Class,1,0.029999999,75,Oceania,EE. UU.,Consumer,0,1,1
76329,Cash,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.01,75,South Asia,Puerto Rico,Home Office,1,0,1
76358,Debit,2025-01-19,2025-01-23,4,4,Shipping on time,0,Standard Class,1,0.090000004,75,Oceania,Puerto Rico,Home Office,0,1,1
76371,Debit,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.159999996,75,Oceania,Puerto Rico,Home Office,-2,1,1
76317,Debit,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.159999996,75,Oceania,Puerto Rico,Home Office,-1,1,1
76315,Debit,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.180000007,75,Eastern Asia,Puerto Rico,Home Office,2,0,1
76351,Payment,2025-01-19,2025-01-21,1,2,Late delivery,1,First Class,1,0.180000007,75,Southeast Asia,Puerto Rico,Home Office,1,0,1
76343,Payment,2025-01-19,2025-01-23,4,4,Shipping on time,0,Standard Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Consumer,0,1,1
76325,Transfer,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Consumer,2,0,1
76341,Transfer,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.07,75,South Asia,Puerto Rico,Consumer,-2,1,1
76334,Transfer,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.170000002,75,Eastern Asia,Puerto Rico,Consumer,1,0,1
76356,Transfer,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.119999997,75,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76332,Transfer,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.200000003,75,South Asia,Puerto Rico,Consumer,-1,1,1
76357,Debit,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.100000001,75,South Asia,EE. UU.,Home Office,-1,1,1
76319,Debit,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.129999995,75,Eastern Asia,EE. UU.,Home Office,1,0,1
76318,Debit,2025-01-19,2025-01-23,4,4,Shipping on time,0,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Home Office,0,1,1
76316,Debit,2025-01-19,2025-01-21,4,2,Advance shipping,0,Standard Class,1,0.170000002,75,Oceania,EE. UU.,Home Office,-2,1,1
76370,Debit,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.170000002,75,Oceania,EE. UU.,Home Office,2,0,1
76354,Debit,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.150000006,75,Oceania,EE. UU.,Home Office,1,0,1
76352,Payment,2025-01-19,2025-01-21,1,2,Late delivery,1,First Class,1,0.170000002,75,Oceania,EE. UU.,Home Office,1,0,1
76330,Payment,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.0,75,Southeast Asia,EE. UU.,Home Office,2,0,1
76359,Payment,2025-01-19,2025-01-24,4,5,Late delivery,1,Standard Class,1,0.07,75,Oceania,EE. UU.,Home Office,1,0,1
76336,Transfer,2025-01-19,2025-01-21,1,2,Shipping canceled,0,First Class,1,0.150000006,75,Southeast Asia,EE. UU.,Home Office,1,0,1
76335,Transfer,2025-01-19,2025-01-21,1,2,Late delivery,1,First Class,1,0.159999996,75,Oceania,EE. UU.,Home Office,1,0,1
76372,Transfer,2025-01-19,2025-01-22,4,3,Advance shipping,0,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Home Office,-1,1,1
76320,Transfer,2025-01-19,2025-01-25,4,6,Late delivery,1,Standard Class,1,0.119999997,75,Eastern Asia,EE. UU.,Home Office,2,0,1
76360,Debit,2025-01-19,2025-01-20,0,1,Late delivery,1,Same Day,1,0.059999999,75,Oceania,Puerto Rico,Consumer,1,0,1
76337,Debit,2025-01-19,2025-01-19,0,0,Shipping on time,0,Same Day,1,0.129999995,75,South Asia,Puerto Rico,Consumer,0,1,1
76394,Debit,2025-01-20,2025-01-25,4,5,Late delivery,1,Standard Class,1,0.090000004,75,Oceania,EE. UU.,Corporate,1,0,1
76402,Cash,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.0,75,South Asia,EE. UU.,Consumer,1,0,1
76424,Payment,2025-01-20,2025-01-25,4,5,Late delivery,1,Standard Class,1,0.170000002,75,Oceania,Puerto Rico,Home Office,1,0,1
76386,Debit,2025-01-20,2025-01-22,2,2,Shipping on time,0,Second Class,1,0.200000003,75,South Asia,Puerto Rico,Consumer,0,1,1
76395,Cash,2025-01-20,2025-01-26,2,6,Late delivery,1,Second Class,1,0.07,75,Oceania,EE. UU.,Corporate,4,0,1
76448,Cash,2025-01-20,2025-01-24,2,4,Late delivery,1,Second Class,1,0.090000004,75,South Asia,EE. UU.,Corporate,2,0,1
76440,Payment,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.200000003,75,Oceania,EE. UU.,Consumer,1,0,1
76436,Debit,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.02,75,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76433,Debit,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.050000001,75,Southeast Asia,Puerto Rico,Consumer,0,1,1
76431,Debit,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.07,75,South Asia,Puerto Rico,Consumer,-2,1,1
76411,Debit,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.100000001,75,Eastern Asia,Puerto Rico,Consumer,-2,1,1
76401,Debit,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.01,75,South Asia,Puerto Rico,Consumer,-2,1,1
76443,Debit,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.159999996,75,Southeast Asia,EE. UU.,Corporate,1,0,1
76413,Cash,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.07,75,Oceania,Puerto Rico,Corporate,0,1,1
76446,Cash,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.119999997,75,South Asia,Puerto Rico,Corporate,-2,1,1
76426,Transfer,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.150000006,75,Southeast Asia,Puerto Rico,Home Office,-2,1,1
76383,Cash,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.01,75,Eastern Asia,EE. UU.,Consumer,0,1,1
76419,Cash,2025-01-20,2025-01-25,4,5,Late delivery,1,Standard Class,1,0.01,75,Southeast Asia,EE. UU.,Consumer,1,0,1
76387,Payment,2025-01-20,2025-01-23,2,3,Late delivery,1,Second Class,1,0.180000007,75,South Asia,EE. UU.,Consumer,1,0,1
76434,Payment,2025-01-20,2025-01-25,2,5,Late delivery,1,Second Class,1,0.039999999,75,South Asia,EE. UU.,Consumer,3,0,1
76405,Payment,2025-01-20,2025-01-26,2,6,Late delivery,1,Second Class,1,0.180000007,75,South Asia,EE. UU.,Consumer,4,0,1
76399,Debit,2025-01-20,2025-01-25,4,5,Late delivery,1,Standard Class,1,0.029999999,75,South Asia,Puerto Rico,Corporate,1,0,1
76417,Debit,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.029999999,75,Southeast Asia,EE. UU.,Consumer,1,0,1
76439,Debit,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.25,75,Oceania,EE. UU.,Consumer,1,0,1
76404,Debit,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.200000003,75,South Asia,EE. UU.,Consumer,1,0,1
76414,Debit,2025-01-20,2025-01-20,0,0,Shipping on time,0,Same Day,1,0.059999999,75,Southeast Asia,EE. UU.,Consumer,0,1,1
76400,Payment,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.02,75,South Asia,EE. UU.,Corporate,2,0,1
76445,Payment,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.129999995,75,South Asia,EE. UU.,Corporate,2,0,1
76447,Debit,2025-01-20,2025-01-23,2,3,Late delivery,1,Second Class,1,0.100000001,75,South Asia,EE. UU.,Corporate,1,0,1
76432,Debit,2025-01-20,2025-01-23,2,3,Late delivery,1,Second Class,1,0.059999999,75,Southeast Asia,EE. UU.,Consumer,1,0,1
76391,Debit,2025-01-20,2025-01-22,2,2,Shipping on time,0,Second Class,1,0.129999995,75,Southeast Asia,EE. UU.,Consumer,0,1,1
76412,Transfer,2025-01-20,2025-01-23,4,3,Advance shipping,0,Standard Class,1,0.090000004,75,Eastern Asia,EE. UU.,Corporate,-1,1,1
76398,Payment,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.039999999,75,South Asia,EE. UU.,Consumer,0,1,1
76437,Payment,2025-01-20,2025-01-23,4,3,Advance shipping,0,Standard Class,1,0.01,75,Eastern Asia,EE. UU.,Consumer,-1,1,1
76393,Payment,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.100000001,75,South Asia,EE. UU.,Consumer,0,1,1
76427,Payment,2025-01-20,2025-01-23,4,3,Advance shipping,0,Standard Class,1,0.129999995,75,Southeast Asia,EE. UU.,Consumer,-1,1,1
76390,Payment,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.150000006,75,Southeast Asia,EE. UU.,Consumer,2,0,1
76435,Debit,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.029999999,75,Southeast Asia,EE. UU.,Consumer,2,0,1
76430,Debit,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.090000004,75,South Asia,EE. UU.,Consumer,2,0,1
76425,Debit,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.159999996,75,Southeast Asia,EE. UU.,Consumer,2,0,1
76388,Debit,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.170000002,75,South Asia,EE. UU.,Consumer,0,1,1
76385,Debit,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.25,75,Oceania,EE. UU.,Consumer,2,0,1
76406,Debit,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.170000002,75,South Asia,EE. UU.,Consumer,-2,1,1
76441,Transfer,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.180000007,75,Southeast Asia,EE. UU.,Consumer,1,0,1
76416,Transfer,2025-01-20,2025-01-20,0,0,Shipping canceled,0,Same Day,1,0.039999999,75,Southeast Asia,EE. UU.,Consumer,0,1,1
76396,Transfer,2025-01-20,2025-01-22,2,2,Shipping on time,0,Second Class,1,0.059999999,75,South Asia,EE. UU.,Consumer,0,1,1
76410,Transfer,2025-01-20,2025-01-26,2,6,Late delivery,1,Second Class,1,0.119999997,75,Eastern Asia,EE. UU.,Consumer,4,0,1
76408,Transfer,2025-01-20,2025-01-24,2,4,Late delivery,1,Second Class,1,0.150000006,75,Eastern Asia,EE. UU.,Consumer,2,0,1
76418,Transfer,2025-01-20,2025-01-24,2,4,Late delivery,1,Second Class,1,0.02,75,Southeast Asia,Puerto Rico,Corporate,2,0,1
76449,Transfer,2025-01-20,2025-01-25,2,5,Late delivery,1,Second Class,1,0.07,75,Oceania,Puerto Rico,Corporate,3,0,1
76438,Payment,2025-01-20,2025-01-21,0,1,Late delivery,1,Same Day,1,0.0,75,Eastern Asia,Puerto Rico,Consumer,1,0,1
76415,Payment,2025-01-20,2025-01-20,0,0,Shipping on time,0,Same Day,1,0.050000001,75,Southeast Asia,Puerto Rico,Consumer,0,1,1
76409,Payment,2025-01-20,2025-01-25,2,5,Late delivery,1,Second Class,1,0.129999995,75,Eastern Asia,Puerto Rico,Consumer,3,0,1
76389,Payment,2025-01-20,2025-01-25,2,5,Late delivery,1,Second Class,1,0.159999996,75,South Asia,Puerto Rico,Consumer,3,0,1
76444,Transfer,2025-01-20,2025-01-25,4,5,Late delivery,1,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Consumer,1,0,1
76384,Cash,2025-01-20,2025-01-25,4,5,Late delivery,1,Standard Class,1,0.0,75,Eastern Asia,Puerto Rico,Home Office,1,0,1
76428,Debit,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.119999997,75,South Asia,Puerto Rico,Home Office,0,1,1
76421,Debit,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.25,75,South Asia,Puerto Rico,Home Office,-2,1,1
76451,Payment,2025-01-20,2025-01-22,4,2,Advance shipping,0,Standard Class,1,0.050000001,75,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76403,Transfer,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.25,75,South Asia,Puerto Rico,Consumer,1,0,1
76397,Transfer,2025-01-20,2025-01-23,2,3,Late delivery,1,Second Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Consumer,1,0,1
76407,Transfer,2025-01-20,2025-01-23,2,3,Late delivery,1,Second Class,1,0.159999996,75,South Asia,Puerto Rico,Consumer,1,0,1
76392,Transfer,2025-01-20,2025-01-23,2,3,Late delivery,1,Second Class,1,0.119999997,75,South Asia,Puerto Rico,Consumer,1,0,1
76420,Debit,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.0,75,Southeast Asia,EE. UU.,Home Office,2,0,1
76450,Debit,2025-01-20,2025-01-26,4,6,Late delivery,1,Standard Class,1,0.059999999,75,Southeast Asia,EE. UU.,Home Office,2,0,1
76429,Debit,2025-01-20,2025-01-25,4,5,Late delivery,1,Standard Class,1,0.100000001,75,Oceania,EE. UU.,Home Office,1,0,1
76423,Transfer,2025-01-20,2025-01-24,4,4,Shipping on time,0,Standard Class,1,0.180000007,75,South Asia,EE. UU.,Home Office,0,1,1
76422,Transfer,2025-01-20,2025-01-23,4,3,Advance shipping,0,Standard Class,1,0.200000003,75,South Asia,EE. UU.,Home Office,-1,1,1
76442,Debit,2025-01-20,2025-01-22,1,2,Late delivery,1,First Class,1,0.170000002,75,Southeast Asia,Puerto Rico,Consumer,1,0,1
76473,Debit,2025-01-21,2025-01-25,4,4,Shipping on time,0,Standard Class,1,0.01,75,South Asia,EE. UU.,Corporate,0,1,1
76472,Debit,2025-01-21,2025-01-24,4,3,Advance shipping,0,Standard Class,1,0.02,75,South Asia,EE. UU.,Corporate,-1,1,1
76471,Debit,2025-01-21,2025-01-23,4,2,Advance shipping,0,Standard Class,1,0.029999999,75,Southeast Asia,EE. UU.,Corporate,-2,1,1
76452,Debit,2025-01-21,2025-01-24,4,3,Advance shipping,0,Standard Class,1,0.039999999,75,Oceania,EE. UU.,Corporate,-1,1,1
76461,Debit,2025-01-21,2025-01-23,4,2,Advance shipping,0,Standard Class,1,0.159999996,75,Southeast Asia,EE. UU.,Corporate,-2,1,1
76511,Debit,2025-01-21,2025-01-23,4,2,Advance shipping,0,Standard Class,1,0.25,75,South Asia,EE. UU.,Corporate,-2,1,1
76514,Debit,2025-01-21,2025-01-26,4,5,Late delivery,1,Standard Class,1,0.170000002,75,Oceania,EE. UU.,Corporate,1,0,1
76502,Debit,2025-01-21,2025-01-24,2,3,Late delivery,1,Second Class,1,0.090000004,75,Southeast Asia,Puerto Rico,Consumer,1,0,1
76519,Debit,2025-01-21,2025-01-26,2,5,Late delivery,1,Second Class,1,0.100000001,75,Southeast Asia,Puerto Rico,Consumer,3,0,1
76478,Transfer,2025-01-21,2025-01-23,1,2,Late delivery,1,First Class,1,0.170000002,75,Southeast Asia,Puerto Rico,Home Office,1,0,1
76506,Payment,2025-01-21,2025-01-23,1,2,Late delivery,1,First Class,1,0.039999999,75,Eastern Asia,EE. UU.,Consumer,1,0,1
76491,Debit,2025-01-21,2025-01-23,4,2,Advance shipping,0,Standard Class,1,0.01,75,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76486,Debit,2025-01-21,2025-01-23,4,2,Advance shipping,0,Standard Class,1,0.059999999,75,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76464,Debit,2025-01-21,2025-01-26,4,5,Late delivery,1,Standard Class,1,0.119999997,75,Southeast Asia,Puerto Rico,Consumer,1,0,1
76481,Debit,2025-01-21,2025-01-23,4,2,Advance shipping,0,Standard Class,1,0.129999995,75,Southeast Asia,Puerto Rico,Consumer,-2,1,1
76497,Debit,2025-01-21,2025-01-23,1,2,Late delivery,1,First Class,1,0.159999996,75,South Asia,EE. UU.,Corporate,1,0,1
76493,Debit,2025-01-21,2025-01-23,1,2,Late delivery,1,First Class,1,0.25,75,South Asia,EE. UU.,Corporate,1,0,1
76459,Cash,2025-01-21,2025-01-26,4,5,Late delivery,1,Standard Class,1,0.180000007,75,Southeast Asia,EE. UU.,Consumer,1,0,1
76501,Payment,2025-01-21,2025-01-23,2,2,Shipping on time,0,Second Class,1,0.100000001,75,Southeast Asia,EE. UU.,Consumer,0,1,1
76515,Debit,2025-01-21,2025-01-27,2,6,Late delivery,1,Second Class,1,0.159999996,75,Southeast Asia,Puerto Rico,Corporate,4,0,1
76470,Debit,2025-01-21,2025-01-27,4,6,Late delivery,1,Standard Class,1,0.039999999,75,Southeast Asia,Puerto Rico,Corporate,2,0,1
76457,Debit,2025-01-21,2025-01-21,0,0,Shipping on time,0,Same Day,1,0.25,75,Oceania,EE. UU.,Consumer,0,1,1
76469,Payment,2025-01-21,2025-01-26,4,5,Late delivery,1,Standard Class,1,0.050000001,75,Southeast Asia,EE. UU.,Corporate,1,0,1
76468,Payment,2025-01-21,2025-01-25,4,4,Shipping on time,0,Standard Class,1,0.059999999,75,Oceania,EE. UU.,Corporate,0,1,1
76466,Payment,2025-01-21,2025-01-23,4,2,Advance shipping,0,Standard Class,1,0.090000004,75,Southeast Asia,EE. UU.,Corporate,-2,1,1
76463,Payment,2025-01-21,2025-01-25,4,4,Shipping on time,0,Standard Class,1,0.129999995,75,Southeast Asia,EE. UU.,Corporate,0,1,1
76475,Debit,2025-01-21,2025-01-21,0,0,Shipping on time,0,Same Day,1,0.25,75,Oceania,EE. UU.,Corporate,0,1,1
76516,Debit,2025-01-21,2025-01-23,2,2,Shipping on time,0,Second Class,1,0.150000006,75,Oceania,EE. UU.,Corporate,0,1,1
76476,Payment,2025-01-21,2025-01-23,1,2,Late delivery,1,First Class,1,0.200000003,75,Southeast Asia,Puerto Rico,Consumer,1,0,1
76507,Cash,2025-01-21,2025-01-24,2,3,Late delivery,1,Second Class,1,0.029999999,75,South Asia,EE. UU.,Home Office,1,0,1
76518,Debit,2025-01-21,2025-01-25,2,4,Late delivery,1,Second Class,1,0.119999997,75,South Asia,EE. UU.,Consumer,2,0,1
76474,Payment,2025-01-21,2025-01-21,0,0,Shipping on time,0,Same Day,1,0.0,75,South Asia,Puerto Rico,Corporate,0,1,1
76517,Transfer,2025-01-21,2025-01-24,2,3,Late delivery,1,Second Class,1,0.129999995,75,Oceania,EE. UU.,Corporate,1,0,1
76465,Transfer,2025-01-21,2025-01-27,4,6,Late delivery,1,Standard Class,1,0.100000001,75,Southeast Asia,EE. UU.,Corporate,2,0,1
76498,Transfer,2025-01-21,2025-01-25,4,4,Shipping on time,0,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Corporate,0,1,1
76483,Payment,2025-01-21,2025-01-25,4,4,Shipping on time,0,Standard Class,1,0.100000001,75,Southeast Asia,EE. UU.,Consumer,0,1,1
76490,Payment,2025-01-21,2025-01-27,4,6,Late delivery,1,Standard Class,1,0.02,75,Eastern Asia,EE. UU.,Consumer,2,0,1
76504,Payment,2025-01-21,2025-01-26,4,5,Late delivery,1,Standard Class,1,0.059999999,75,Eastern Asia,EE. UU.,Consumer,1,0,1
76482,Payment,2025-01-21,2025-01-24,4,3,Advance shipping,0,Standard Class,1,0.119999997,75,Southeast Asia,EE. UU.,Consumer,-1,1,1
