Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Product_Category_Id,Order_Item_Quantity,Order_Item_Discount_Rate,Order_Region,Customer_Country,Customer_Segment,Product_Name,Unit_Price,Total Amount
76298,Cash,18-01-2025,22-01-2025,75,1,0.170000002,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.19169992
76314,Cash,18-01-2025,23-01-2025,75,1,0.200000003,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,31.99199988
76309,Payment,18-01-2025,23-01-2025,75,1,0.029999999,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.79030004
76276,Debit,18-01-2025,20-01-2025,75,1,0,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,39.99
76253,Payment,18-01-2025,22-01-2025,75,1,0.050000001,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,37.99049996
76259,Debit,18-01-2025,23-01-2025,75,1,0.25,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,29.9925
76306,Cash,18-01-2025,20-01-2025,75,1,0.059999999,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,37.59060004
76305,Cash,18-01-2025,24-01-2025,75,1,0.07,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,37.1907
76247,Debit,18-01-2025,21-01-2025,75,1,0.129999995,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
76310,Debit,18-01-2025,24-01-2025,75,1,0.02,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
76290,Transfer,18-01-2025,24-01-2025,75,1,0.039999999,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,38.39040004
76261,Transfer,18-01-2025,20-01-2025,75,1,0.180000007,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,32.79179972
76301,Transfer,18-01-2025,20-01-2025,75,1,0.129999995,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,34.7913002
76272,Payment,18-01-2025,21-01-2025,75,1,0.039999999,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
76252,Transfer,18-01-2025,20-01-2025,75,1,0.059999999,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,37.59060004
76270,Debit,18-01-2025,24-01-2025,75,1,0.059999999,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
76299,Debit,18-01-2025,23-01-2025,75,1,0.159999996,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.59160016
76248,Debit,18-01-2025,22-01-2025,75,1,0.119999997,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,35.19120012
76251,Transfer,18-01-2025,20-01-2025,75,1,0.07,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.1907
76313,Transfer,18-01-2025,22-01-2025,75,1,0.25,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,29.9925
76262,Transfer,18-01-2025,21-01-2025,75,1,0.170000002,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,33.19169992
76289,Transfer,18-01-2025,23-01-2025,75,1,0.050000001,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,37.99049996
76269,Payment,18-01-2025,23-01-2025,75,1,0.07,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.1907
76279,Payment,18-01-2025,23-01-2025,75,1,0.180000007,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,32.79179972
76291,Transfer,18-01-2025,20-01-2025,75,1,0.029999999,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.79030004
76296,Cash,18-01-2025,20-01-2025,75,1,0.200000003,Southeast Asia,Puerto Rico,Home Office,Coffee Maker,39.99,31.99199988
76249,Debit,18-01-2025,23-01-2025,75,1,0.100000001,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,35.99099996
76292,Debit,18-01-2025,21-01-2025,75,1,0.02,Eastern Asia,Puerto Rico,Home Office,Coffee Maker,39.99,39.1902
76287,Debit,18-01-2025,21-01-2025,75,1,0.07,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,37.1907
76294,Debit,18-01-2025,23-01-2025,75,1,0,Southeast Asia,Puerto Rico,Home Office,Coffee Maker,39.99,39.99
76274,Payment,18-01-2025,23-01-2025,75,1,0.02,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.1902
76280,Transfer,18-01-2025,24-01-2025,75,1,0.170000002,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,33.19169992
76281,Transfer,18-01-2025,20-01-2025,75,1,0.159999996,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,33.59160016
76275,Debit,18-01-2025,24-01-2025,75,1,0.01,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,39.5901
76264,Payment,18-01-2025,20-01-2025,75,1,0.150000006,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,33.99149976
76266,Payment,18-01-2025,20-01-2025,75,1,0.119999997,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,35.19120012
76307,Payment,18-01-2025,21-01-2025,75,1,0.050000001,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,37.99049996
76268,Payment,18-01-2025,22-01-2025,75,1,0.090000004,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,36.39089984
76285,Payment,18-01-2025,24-01-2025,75,1,0.100000001,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,35.99099996
76303,Payment,18-01-2025,22-01-2025,75,1,0.100000001,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,35.99099996
76250,Transfer,18-01-2025,24-01-2025,75,1,0.090000004,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,36.39089984
76284,Transfer,18-01-2025,23-01-2025,75,1,0.119999997,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,35.19120012
76297,Transfer,18-01-2025,21-01-2025,75,1,0.180000007,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,32.79179972
76293,Transfer,18-01-2025,22-01-2025,75,1,0.01,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,39.5901
76295,Transfer,18-01-2025,24-01-2025,75,1,0.25,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,29.9925
76283,Cash,18-01-2025,22-01-2025,75,1,0.129999995,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,34.7913002
76382,Debit,19-01-2025,22-01-2025,75,1,0.02,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,39.1902
76369,Payment,19-01-2025,24-01-2025,75,1,0.180000007,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,32.79179972
76362,Debit,19-01-2025,22-01-2025,75,1,0.039999999,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,38.39040004
76353,Transfer,19-01-2025,23-01-2025,75,1,0.159999996,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,33.59160016
76350,Payment,19-01-2025,21-01-2025,75,1,0.200000003,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,31.99199988
76327,Debit,19-01-2025,22-01-2025,75,1,0.029999999,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,38.79030004
76321,Debit,19-01-2025,21-01-2025,75,1,0.100000001,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.99099996
76375,Debit,19-01-2025,25-01-2025,75,1,0.100000001,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.99099996
76322,Debit,19-01-2025,21-01-2025,75,1,0.090000004,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,36.39089984
76349,Debit,19-01-2025,21-01-2025,75,1,0.25,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,29.9925
76348,Payment,19-01-2025,23-01-2025,75,1,0,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,39.99
76324,Cash,19-01-2025,24-01-2025,75,1,0.059999999,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
76346,Payment,19-01-2025,21-01-2025,75,1,0.02,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
76365,Debit,19-01-2025,25-01-2025,75,1,0.01,Eastern Asia,Puerto Rico,Corporate,Coffee Maker,39.99,39.5901
76378,Payment,19-01-2025,23-01-2025,75,1,0.059999999,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,37.59060004
76328,Cash,19-01-2025,23-01-2025,75,1,0.02,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,39.1902
76380,Cash,19-01-2025,25-01-2025,75,1,0.039999999,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,38.39040004
76376,Cash,19-01-2025,21-01-2025,75,1,0.090000004,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,36.39089984
76361,Debit,19-01-2025,21-01-2025,75,1,0.050000001,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,37.99049996
76374,Debit,19-01-2025,24-01-2025,75,1,0.119999997,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.19120012
76368,Debit,19-01-2025,23-01-2025,75,1,0.200000003,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,31.99199988
76366,Transfer,19-01-2025,21-01-2025,75,1,0,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,39.99
76344,Payment,19-01-2025,24-01-2025,75,1,0.039999999,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
76342,Payment,19-01-2025,22-01-2025,75,1,0.059999999,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
76340,Payment,19-01-2025,25-01-2025,75,1,0.090000004,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,36.39089984
76355,Payment,19-01-2025,25-01-2025,75,1,0.129999995,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
76381,Payment,19-01-2025,21-01-2025,75,1,0.029999999,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,38.79030004
76379,Payment,19-01-2025,24-01-2025,75,1,0.050000001,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,37.99049996
76364,Debit,19-01-2025,24-01-2025,75,1,0.02,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,39.1902
76326,Debit,19-01-2025,21-01-2025,75,1,0.039999999,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
76377,Debit,19-01-2025,22-01-2025,75,1,0.07,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.1907
76323,Debit,19-01-2025,23-01-2025,75,1,0.07,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.1907
76339,Debit,19-01-2025,24-01-2025,75,1,0.100000001,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
76333,Debit,19-01-2025,23-01-2025,75,1,0.180000007,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
76331,Debit,19-01-2025,21-01-2025,75,1,0.25,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,29.9925
76338,Transfer,19-01-2025,21-01-2025,75,1,0.119999997,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.19120012
76347,Transfer,19-01-2025,22-01-2025,75,1,0.01,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,39.5901
76367,Transfer,19-01-2025,22-01-2025,75,1,0.25,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,29.9925
76345,Payment,19-01-2025,25-01-2025,75,1,0.029999999,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,38.79030004
76373,Transfer,19-01-2025,23-01-2025,75,1,0.129999995,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
76363,Transfer,19-01-2025,23-01-2025,75,1,0.029999999,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,38.79030004
76329,Cash,19-01-2025,24-01-2025,75,1,0.01,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,39.5901
76358,Debit,19-01-2025,23-01-2025,75,1,0.090000004,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,36.39089984
76371,Debit,19-01-2025,21-01-2025,75,1,0.159999996,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,33.59160016
76317,Debit,19-01-2025,22-01-2025,75,1,0.159999996,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,33.59160016
76315,Debit,19-01-2025,25-01-2025,75,1,0.180000007,Eastern Asia,Puerto Rico,Home Office,Coffee Maker,39.99,32.79179972
76351,Payment,19-01-2025,21-01-2025,75,1,0.180000007,Southeast Asia,Puerto Rico,Home Office,Coffee Maker,39.99,32.79179972
76343,Payment,19-01-2025,23-01-2025,75,1,0.050000001,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
76325,Transfer,19-01-2025,25-01-2025,75,1,0.050000001,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
76341,Transfer,19-01-2025,21-01-2025,75,1,0.07,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.1907
76334,Transfer,19-01-2025,24-01-2025,75,1,0.170000002,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,33.19169992
76356,Transfer,19-01-2025,21-01-2025,75,1,0.119999997,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.19120012
76332,Transfer,19-01-2025,22-01-2025,75,1,0.200000003,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,31.99199988
76357,Debit,19-01-2025,22-01-2025,75,1,0.100000001,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,35.99099996
76319,Debit,19-01-2025,24-01-2025,75,1,0.129999995,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,34.7913002
76318,Debit,19-01-2025,23-01-2025,75,1,0.150000006,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,33.99149976
76316,Debit,19-01-2025,21-01-2025,75,1,0.170000002,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,33.19169992
76370,Debit,19-01-2025,25-01-2025,75,1,0.170000002,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,33.19169992
76354,Debit,19-01-2025,24-01-2025,75,1,0.150000006,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,33.99149976
76352,Payment,19-01-2025,21-01-2025,75,1,0.170000002,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,33.19169992
76330,Payment,19-01-2025,25-01-2025,75,1,0,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,39.99
76359,Payment,19-01-2025,24-01-2025,75,1,0.07,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,37.1907
76336,Transfer,19-01-2025,21-01-2025,75,1,0.150000006,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,33.99149976
76335,Transfer,19-01-2025,21-01-2025,75,1,0.159999996,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,33.59160016
76372,Transfer,19-01-2025,22-01-2025,75,1,0.150000006,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,33.99149976
76320,Transfer,19-01-2025,25-01-2025,75,1,0.119999997,Eastern Asia,EE. UU.,Home Office,Coffee Maker,39.99,35.19120012
76360,Debit,19-01-2025,20-01-2025,75,1,0.059999999,Oceania,Puerto Rico,Consumer,Coffee Maker,39.99,37.59060004
76337,Debit,19-01-2025,19-01-2025,75,1,0.129999995,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,34.7913002
76394,Debit,20-01-2025,25-01-2025,75,1,0.090000004,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,36.39089984
76402,Cash,20-01-2025,22-01-2025,75,1,0,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.99
76424,Payment,20-01-2025,25-01-2025,75,1,0.170000002,Oceania,Puerto Rico,Home Office,Coffee Maker,39.99,33.19169992
76386,Debit,20-01-2025,22-01-2025,75,1,0.200000003,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,31.99199988
76395,Cash,20-01-2025,26-01-2025,75,1,0.07,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,37.1907
76448,Cash,20-01-2025,24-01-2025,75,1,0.090000004,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,36.39089984
76440,Payment,20-01-2025,22-01-2025,75,1,0.200000003,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,31.99199988
76436,Debit,20-01-2025,22-01-2025,75,1,0.02,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.1902
76433,Debit,20-01-2025,24-01-2025,75,1,0.050000001,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
76431,Debit,20-01-2025,22-01-2025,75,1,0.07,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.1907
76411,Debit,20-01-2025,22-01-2025,75,1,0.100000001,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.99099996
76401,Debit,20-01-2025,22-01-2025,75,1,0.01,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.5901
76443,Debit,20-01-2025,22-01-2025,75,1,0.159999996,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.59160016
76413,Cash,20-01-2025,24-01-2025,75,1,0.07,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,37.1907
76446,Cash,20-01-2025,22-01-2025,75,1,0.119999997,South Asia,Puerto Rico,Corporate,Coffee Maker,39.99,35.19120012
76426,Transfer,20-01-2025,22-01-2025,75,1,0.150000006,Southeast Asia,Puerto Rico,Home Office,Coffee Maker,39.99,33.99149976
76383,Cash,20-01-2025,24-01-2025,75,1,0.01,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.5901
76419,Cash,20-01-2025,25-01-2025,75,1,0.01,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.5901
76387,Payment,20-01-2025,23-01-2025,75,1,0.180000007,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
76434,Payment,20-01-2025,25-01-2025,75,1,0.039999999,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
76405,Payment,20-01-2025,26-01-2025,75,1,0.180000007,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
76399,Debit,20-01-2025,25-01-2025,75,1,0.029999999,South Asia,Puerto Rico,Corporate,Coffee Maker,39.99,38.79030004
76417,Debit,20-01-2025,22-01-2025,75,1,0.029999999,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.79030004
76439,Debit,20-01-2025,22-01-2025,75,1,0.25,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,29.9925
76404,Debit,20-01-2025,22-01-2025,75,1,0.200000003,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,31.99199988
76414,Debit,20-01-2025,20-01-2025,75,1,0.059999999,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
76400,Payment,20-01-2025,26-01-2025,75,1,0.02,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,39.1902
76445,Payment,20-01-2025,26-01-2025,75,1,0.129999995,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,34.7913002
76447,Debit,20-01-2025,23-01-2025,75,1,0.100000001,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,35.99099996
76432,Debit,20-01-2025,23-01-2025,75,1,0.059999999,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
76391,Debit,20-01-2025,22-01-2025,75,1,0.129999995,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
76412,Transfer,20-01-2025,23-01-2025,75,1,0.090000004,Eastern Asia,EE. UU.,Corporate,Coffee Maker,39.99,36.39089984
76398,Payment,20-01-2025,24-01-2025,75,1,0.039999999,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
76437,Payment,20-01-2025,23-01-2025,75,1,0.01,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,39.5901
76393,Payment,20-01-2025,24-01-2025,75,1,0.100000001,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
76427,Payment,20-01-2025,23-01-2025,75,1,0.129999995,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,34.7913002
76390,Payment,20-01-2025,26-01-2025,75,1,0.150000006,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.99149976
76435,Debit,20-01-2025,26-01-2025,75,1,0.029999999,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.79030004
76430,Debit,20-01-2025,26-01-2025,75,1,0.090000004,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,36.39089984
76425,Debit,20-01-2025,26-01-2025,75,1,0.159999996,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.59160016
76388,Debit,20-01-2025,24-01-2025,75,1,0.170000002,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.19169992
76385,Debit,20-01-2025,26-01-2025,75,1,0.25,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,29.9925
76406,Debit,20-01-2025,22-01-2025,75,1,0.170000002,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.19169992
76441,Transfer,20-01-2025,22-01-2025,75,1,0.180000007,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
76416,Transfer,20-01-2025,20-01-2025,75,1,0.039999999,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
76396,Transfer,20-01-2025,22-01-2025,75,1,0.059999999,South Asia,EE. UU.,Consumer,Coffee Maker,39.99,37.59060004
76410,Transfer,20-01-2025,26-01-2025,75,1,0.119999997,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.19120012
76408,Transfer,20-01-2025,24-01-2025,75,1,0.150000006,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.99149976
76418,Transfer,20-01-2025,24-01-2025,75,1,0.02,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,39.1902
76449,Transfer,20-01-2025,25-01-2025,75,1,0.07,Oceania,Puerto Rico,Corporate,Coffee Maker,39.99,37.1907
76438,Payment,20-01-2025,21-01-2025,75,1,0,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.99
76415,Payment,20-01-2025,20-01-2025,75,1,0.050000001,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
76409,Payment,20-01-2025,25-01-2025,75,1,0.129999995,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,34.7913002
76389,Payment,20-01-2025,25-01-2025,75,1,0.159999996,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,33.59160016
76444,Transfer,20-01-2025,25-01-2025,75,1,0.150000006,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,33.99149976
76384,Cash,20-01-2025,25-01-2025,75,1,0,Eastern Asia,Puerto Rico,Home Office,Coffee Maker,39.99,39.99
76428,Debit,20-01-2025,24-01-2025,75,1,0.119999997,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,35.19120012
76421,Debit,20-01-2025,22-01-2025,75,1,0.25,South Asia,Puerto Rico,Home Office,Coffee Maker,39.99,29.9925
76451,Payment,20-01-2025,22-01-2025,75,1,0.050000001,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
76403,Transfer,20-01-2025,22-01-2025,75,1,0.25,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,29.9925
76397,Transfer,20-01-2025,23-01-2025,75,1,0.050000001,Eastern Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.99049996
76407,Transfer,20-01-2025,23-01-2025,75,1,0.159999996,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,33.59160016
76392,Transfer,20-01-2025,23-01-2025,75,1,0.119999997,South Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.19120012
76420,Debit,20-01-2025,26-01-2025,75,1,0,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,39.99
76450,Debit,20-01-2025,26-01-2025,75,1,0.059999999,Southeast Asia,EE. UU.,Home Office,Coffee Maker,39.99,37.59060004
76429,Debit,20-01-2025,25-01-2025,75,1,0.100000001,Oceania,EE. UU.,Home Office,Coffee Maker,39.99,35.99099996
76423,Transfer,20-01-2025,24-01-2025,75,1,0.180000007,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,32.79179972
76422,Transfer,20-01-2025,23-01-2025,75,1,0.200000003,South Asia,EE. UU.,Home Office,Coffee Maker,39.99,31.99199988
76442,Debit,20-01-2025,22-01-2025,75,1,0.170000002,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,33.19169992
76473,Debit,21-01-2025,25-01-2025,75,1,0.01,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,39.5901
76472,Debit,21-01-2025,24-01-2025,75,1,0.02,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,39.1902
76471,Debit,21-01-2025,23-01-2025,75,1,0.029999999,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,38.79030004
76452,Debit,21-01-2025,24-01-2025,75,1,0.039999999,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,38.39040004
76461,Debit,21-01-2025,23-01-2025,75,1,0.159999996,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.59160016
76511,Debit,21-01-2025,23-01-2025,75,1,0.25,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,29.9925
76514,Debit,21-01-2025,26-01-2025,75,1,0.170000002,Oceania,EE. UU.,Corporate,Coffee Maker,39.99,33.19169992
76502,Debit,21-01-2025,24-01-2025,75,1,0.090000004,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,36.39089984
76519,Debit,21-01-2025,26-01-2025,75,1,0.100000001,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.99099996
76478,Transfer,21-01-2025,23-01-2025,75,1,0.170000002,Southeast Asia,Puerto Rico,Home Office,Coffee Maker,39.99,33.19169992
76506,Payment,21-01-2025,23-01-2025,75,1,0.039999999,Eastern Asia,EE. UU.,Consumer,Coffee Maker,39.99,38.39040004
76491,Debit,21-01-2025,23-01-2025,75,1,0.01,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,39.5901
76486,Debit,21-01-2025,23-01-2025,75,1,0.059999999,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,37.59060004
76464,Debit,21-01-2025,26-01-2025,75,1,0.119999997,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,35.19120012
76481,Debit,21-01-2025,23-01-2025,75,1,0.129999995,Southeast Asia,Puerto Rico,Consumer,Coffee Maker,39.99,34.7913002
76497,Debit,21-01-2025,23-01-2025,75,1,0.159999996,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,33.59160016
76493,Debit,21-01-2025,23-01-2025,75,1,0.25,South Asia,EE. UU.,Corporate,Coffee Maker,39.99,29.9925
76459,Cash,21-01-2025,26-01-2025,75,1,0.180000007,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,32.79179972
76501,Payment,21-01-2025,23-01-2025,75,1,0.100000001,Southeast Asia,EE. UU.,Consumer,Coffee Maker,39.99,35.99099996
76515,Debit,21-01-2025,27-01-2025,75,1,0.159999996,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,33.59160016
76470,Debit,21-01-2025,27-01-2025,75,1,0.039999999,Southeast Asia,Puerto Rico,Corporate,Coffee Maker,39.99,38.39040004
76457,Debit,21-01-2025,21-01-2025,75,1,0.25,Oceania,EE. UU.,Consumer,Coffee Maker,39.99,29.9925
76469,Payment,21-01-2025,26-01-2025,75,1,0.050000001,Southeast Asia,EE. UU.,Corporate,Coffee Maker,39.99,37.99049996
