Order_Id,Type,Order_Date(DateOrders),Shipping_Date(DateOrders),Days_for_Shipment(scheduled),Days_for_Shipping(real),Delivery_Status,Late_Delivery_Risk,Shipping_Mode,Order_Item_Quantity,Order_Item_Discount_Rate,Product_Category_Id,Order_Region,Customer_Country,Customer_Segment
76280,Transfer,18-01-2025,24-01-2025,2,6,Shipping canceled,0,Second Class,1,0.170000002,75,Oceania,Puerto Rico,Consumer
76281,Transfer,18-01-2025,20-01-2025,2,2,Shipping on time,0,Second Class,1,0.159999996,75,Oceania,Puerto Rico,Consumer
76275,Debit,18-01-2025,24-01-2025,4,6,Late delivery,1,Standard Class,1,0.01,75,South Asia,EE. UU.,Home Office
76264,Payment,18-01-2025,20-01-2025,1,2,Late delivery,1,First Class,1,0.150000006,75,Southeast Asia,EE. UU.,Home Office
76266,Payment,18-01-2025,20-01-2025,2,2,Shipping on time,0,Second Class,1,0.119999997,75,Southeast Asia,EE. UU.,Home Office
76307,Payment,18-01-2025,21-01-2025,2,3,Late delivery,1,Second Class,1,0.050000001,75,Oceania,EE. UU.,Home Office
76268,Payment,18-01-2025,22-01-2025,2,4,Late delivery,1,Second Class,1,0.090000004,75,Eastern Asia,EE. UU.,Home Office
76285,Payment,18-01-2025,24-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,75,Eastern Asia,EE. UU.,Home Office
76303,Payment,18-01-2025,22-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,75,Southeast Asia,EE. UU.,Home Office
76250,Transfer,18-01-2025,24-01-2025,2,6,Late delivery,1,Second Class,1,0.090000004,75,Southeast Asia,EE. UU.,Home Office
76284,Transfer,18-01-2025,23-01-2025,2,5,Late delivery,1,Second Class,1,0.119999997,75,Southeast Asia,EE. UU.,Home Office
76297,Transfer,18-01-2025,21-01-2025,4,3,Advance shipping,0,Standard Class,1,0.180000007,75,Southeast Asia,EE. UU.,Home Office
76293,Transfer,18-01-2025,22-01-2025,4,4,Shipping on time,0,Standard Class,1,0.01,75,Southeast Asia,EE. UU.,Home Office
76295,Transfer,18-01-2025,24-01-2025,4,6,Shipping canceled,0,Standard Class,1,0.25,75,Southeast Asia,EE. UU.,Home Office
76283,Cash,18-01-2025,22-01-2025,2,4,Late delivery,1,Second Class,1,0.129999995,75,Southeast Asia,Puerto Rico,Consumer
76382,Debit,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.02,75,Oceania,EE. UU.,Corporate
76369,Payment,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.180000007,75,Oceania,Puerto Rico,Home Office
76362,Debit,19-01-2025,22-01-2025,2,3,Late delivery,1,Second Class,1,0.039999999,75,Oceania,Puerto Rico,Consumer
76353,Transfer,19-01-2025,23-01-2025,2,4,Shipping canceled,0,Second Class,1,0.159999996,75,Oceania,Puerto Rico,Home Office
76350,Payment,19-01-2025,21-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,75,South Asia,EE. UU.,Consumer
76327,Debit,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.029999999,75,Eastern Asia,Puerto Rico,Consumer
76321,Debit,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.100000001,75,Southeast Asia,Puerto Rico,Consumer
76375,Debit,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,75,Eastern Asia,Puerto Rico,Consumer
76322,Debit,19-01-2025,21-01-2025,1,2,Late delivery,1,First Class,1,0.090000004,75,Southeast Asia,EE. UU.,Corporate
76349,Debit,19-01-2025,21-01-2025,1,2,Late delivery,1,First Class,1,0.25,75,Eastern Asia,Puerto Rico,Corporate
76348,Payment,19-01-2025,23-01-2025,2,4,Late delivery,1,Second Class,1,0,75,Eastern Asia,EE. UU.,Corporate
76324,Cash,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.059999999,75,Southeast Asia,EE. UU.,Consumer
76346,Payment,19-01-2025,21-01-2025,2,2,Shipping on time,0,Second Class,1,0.02,75,Southeast Asia,EE. UU.,Consumer
76365,Debit,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.01,75,Eastern Asia,Puerto Rico,Corporate
76378,Payment,19-01-2025,23-01-2025,4,4,Shipping on time,0,Standard Class,1,0.059999999,75,Eastern Asia,EE. UU.,Corporate
76328,Cash,19-01-2025,23-01-2025,4,4,Shipping on time,0,Standard Class,1,0.02,75,Oceania,EE. UU.,Home Office
76380,Cash,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,75,Southeast Asia,EE. UU.,Home Office
76376,Cash,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,75,Eastern Asia,EE. UU.,Home Office
76361,Debit,19-01-2025,21-01-2025,2,2,Shipping on time,0,Second Class,1,0.050000001,75,Oceania,EE. UU.,Consumer
76374,Debit,19-01-2025,24-01-2025,2,5,Late delivery,1,Second Class,1,0.119999997,75,Eastern Asia,EE. UU.,Consumer
76368,Debit,19-01-2025,23-01-2025,2,4,Late delivery,1,Second Class,1,0.200000003,75,Oceania,EE. UU.,Consumer
76366,Transfer,19-01-2025,21-01-2025,2,2,Shipping on time,0,Second Class,1,0,75,Eastern Asia,EE. UU.,Corporate
76344,Payment,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.039999999,75,Eastern Asia,EE. UU.,Consumer
76342,Payment,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.059999999,75,Eastern Asia,EE. UU.,Consumer
76340,Payment,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.090000004,75,South Asia,EE. UU.,Consumer
76355,Payment,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.129999995,75,Southeast Asia,EE. UU.,Consumer
76381,Payment,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.029999999,75,Southeast Asia,Puerto Rico,Corporate
76379,Payment,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.050000001,75,Southeast Asia,Puerto Rico,Corporate
76364,Debit,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.02,75,Oceania,EE. UU.,Consumer
76326,Debit,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.039999999,75,Eastern Asia,EE. UU.,Consumer
76377,Debit,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.07,75,Eastern Asia,EE. UU.,Consumer
76323,Debit,19-01-2025,23-01-2025,4,4,Shipping on time,0,Standard Class,1,0.07,75,Southeast Asia,EE. UU.,Consumer
76339,Debit,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.100000001,75,Eastern Asia,EE. UU.,Consumer
76333,Debit,19-01-2025,23-01-2025,4,4,Shipping on time,0,Standard Class,1,0.180000007,75,South Asia,EE. UU.,Consumer
76331,Debit,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.25,75,South Asia,EE. UU.,Consumer
76338,Transfer,19-01-2025,21-01-2025,1,2,Late delivery,1,First Class,1,0.119999997,75,South Asia,EE. UU.,Consumer
76347,Transfer,19-01-2025,22-01-2025,2,3,Late delivery,1,Second Class,1,0.01,75,Southeast Asia,Puerto Rico,Corporate
76367,Transfer,19-01-2025,22-01-2025,2,3,Late delivery,1,Second Class,1,0.25,75,Oceania,Puerto Rico,Corporate
76345,Payment,19-01-2025,25-01-2025,2,6,Late delivery,1,Second Class,1,0.029999999,75,Southeast Asia,Puerto Rico,Consumer
76373,Transfer,19-01-2025,23-01-2025,4,4,Shipping canceled,0,Standard Class,1,0.129999995,75,Eastern Asia,EE. UU.,Consumer
76363,Transfer,19-01-2025,23-01-2025,4,4,Shipping canceled,0,Standard Class,1,0.029999999,75,Oceania,EE. UU.,Consumer
76329,Cash,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.01,75,South Asia,Puerto Rico,Home Office
76358,Debit,19-01-2025,23-01-2025,4,4,Shipping on time,0,Standard Class,1,0.090000004,75,Oceania,Puerto Rico,Home Office
76371,Debit,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,75,Oceania,Puerto Rico,Home Office
76317,Debit,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.159999996,75,Oceania,Puerto Rico,Home Office
76315,Debit,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.180000007,75,Eastern Asia,Puerto Rico,Home Office
76351,Payment,19-01-2025,21-01-2025,1,2,Late delivery,1,First Class,1,0.180000007,75,Southeast Asia,Puerto Rico,Home Office
76343,Payment,19-01-2025,23-01-2025,4,4,Shipping on time,0,Standard Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Consumer
76325,Transfer,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Consumer
76341,Transfer,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.07,75,South Asia,Puerto Rico,Consumer
76334,Transfer,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.170000002,75,Eastern Asia,Puerto Rico,Consumer
76356,Transfer,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.119999997,75,Southeast Asia,Puerto Rico,Consumer
76332,Transfer,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.200000003,75,South Asia,Puerto Rico,Consumer
76357,Debit,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.100000001,75,South Asia,EE. UU.,Home Office
76319,Debit,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.129999995,75,Eastern Asia,EE. UU.,Home Office
76318,Debit,19-01-2025,23-01-2025,4,4,Shipping on time,0,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Home Office
76316,Debit,19-01-2025,21-01-2025,4,2,Advance shipping,0,Standard Class,1,0.170000002,75,Oceania,EE. UU.,Home Office
76370,Debit,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.170000002,75,Oceania,EE. UU.,Home Office
76354,Debit,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.150000006,75,Oceania,EE. UU.,Home Office
76352,Payment,19-01-2025,21-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,75,Oceania,EE. UU.,Home Office
76330,Payment,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0,75,Southeast Asia,EE. UU.,Home Office
76359,Payment,19-01-2025,24-01-2025,4,5,Late delivery,1,Standard Class,1,0.07,75,Oceania,EE. UU.,Home Office
76336,Transfer,19-01-2025,21-01-2025,1,2,Shipping canceled,0,First Class,1,0.150000006,75,Southeast Asia,EE. UU.,Home Office
76335,Transfer,19-01-2025,21-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,75,Oceania,EE. UU.,Home Office
76372,Transfer,19-01-2025,22-01-2025,4,3,Advance shipping,0,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Home Office
76320,Transfer,19-01-2025,25-01-2025,4,6,Late delivery,1,Standard Class,1,0.119999997,75,Eastern Asia,EE. UU.,Home Office
76360,Debit,19-01-2025,20-01-2025,0,1,Late delivery,1,Same Day,1,0.059999999,75,Oceania,Puerto Rico,Consumer
76337,Debit,19-01-2025,19-01-2025,0,0,Shipping on time,0,Same Day,1,0.129999995,75,South Asia,Puerto Rico,Consumer
76394,Debit,20-01-2025,25-01-2025,4,5,Late delivery,1,Standard Class,1,0.090000004,75,Oceania,EE. UU.,Corporate
76402,Cash,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0,75,South Asia,EE. UU.,Consumer
76424,Payment,20-01-2025,25-01-2025,4,5,Late delivery,1,Standard Class,1,0.170000002,75,Oceania,Puerto Rico,Home Office
76386,Debit,20-01-2025,22-01-2025,2,2,Shipping on time,0,Second Class,1,0.200000003,75,South Asia,Puerto Rico,Consumer
76395,Cash,20-01-2025,26-01-2025,2,6,Late delivery,1,Second Class,1,0.07,75,Oceania,EE. UU.,Corporate
76448,Cash,20-01-2025,24-01-2025,2,4,Late delivery,1,Second Class,1,0.090000004,75,South Asia,EE. UU.,Corporate
76440,Payment,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,75,Oceania,EE. UU.,Consumer
76436,Debit,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.02,75,Southeast Asia,Puerto Rico,Consumer
76433,Debit,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.050000001,75,Southeast Asia,Puerto Rico,Consumer
76431,Debit,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.07,75,South Asia,Puerto Rico,Consumer
76411,Debit,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.100000001,75,Eastern Asia,Puerto Rico,Consumer
76401,Debit,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.01,75,South Asia,Puerto Rico,Consumer
76443,Debit,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,75,Southeast Asia,EE. UU.,Corporate
76413,Cash,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.07,75,Oceania,Puerto Rico,Corporate
76446,Cash,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.119999997,75,South Asia,Puerto Rico,Corporate
76426,Transfer,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.150000006,75,Southeast Asia,Puerto Rico,Home Office
76383,Cash,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.01,75,Eastern Asia,EE. UU.,Consumer
76419,Cash,20-01-2025,25-01-2025,4,5,Late delivery,1,Standard Class,1,0.01,75,Southeast Asia,EE. UU.,Consumer
76387,Payment,20-01-2025,23-01-2025,2,3,Late delivery,1,Second Class,1,0.180000007,75,South Asia,EE. UU.,Consumer
76434,Payment,20-01-2025,25-01-2025,2,5,Late delivery,1,Second Class,1,0.039999999,75,South Asia,EE. UU.,Consumer
76405,Payment,20-01-2025,26-01-2025,2,6,Late delivery,1,Second Class,1,0.180000007,75,South Asia,EE. UU.,Consumer
76399,Debit,20-01-2025,25-01-2025,4,5,Late delivery,1,Standard Class,1,0.029999999,75,South Asia,Puerto Rico,Corporate
76417,Debit,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.029999999,75,Southeast Asia,EE. UU.,Consumer
76439,Debit,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.25,75,Oceania,EE. UU.,Consumer
76404,Debit,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,75,South Asia,EE. UU.,Consumer
76414,Debit,20-01-2025,20-01-2025,0,0,Shipping on time,0,Same Day,1,0.059999999,75,Southeast Asia,EE. UU.,Consumer
76400,Payment,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.02,75,South Asia,EE. UU.,Corporate
76445,Payment,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.129999995,75,South Asia,EE. UU.,Corporate
76447,Debit,20-01-2025,23-01-2025,2,3,Late delivery,1,Second Class,1,0.100000001,75,South Asia,EE. UU.,Corporate
76432,Debit,20-01-2025,23-01-2025,2,3,Late delivery,1,Second Class,1,0.059999999,75,Southeast Asia,EE. UU.,Consumer
76391,Debit,20-01-2025,22-01-2025,2,2,Shipping on time,0,Second Class,1,0.129999995,75,Southeast Asia,EE. UU.,Consumer
76412,Transfer,20-01-2025,23-01-2025,4,3,Advance shipping,0,Standard Class,1,0.090000004,75,Eastern Asia,EE. UU.,Corporate
76398,Payment,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.039999999,75,South Asia,EE. UU.,Consumer
76437,Payment,20-01-2025,23-01-2025,4,3,Advance shipping,0,Standard Class,1,0.01,75,Eastern Asia,EE. UU.,Consumer
76393,Payment,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,75,South Asia,EE. UU.,Consumer
76427,Payment,20-01-2025,23-01-2025,4,3,Advance shipping,0,Standard Class,1,0.129999995,75,Southeast Asia,EE. UU.,Consumer
76390,Payment,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.150000006,75,Southeast Asia,EE. UU.,Consumer
76435,Debit,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.029999999,75,Southeast Asia,EE. UU.,Consumer
76430,Debit,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.090000004,75,South Asia,EE. UU.,Consumer
76425,Debit,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.159999996,75,Southeast Asia,EE. UU.,Consumer
76388,Debit,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.170000002,75,South Asia,EE. UU.,Consumer
76385,Debit,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.25,75,Oceania,EE. UU.,Consumer
76406,Debit,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.170000002,75,South Asia,EE. UU.,Consumer
76441,Transfer,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.180000007,75,Southeast Asia,EE. UU.,Consumer
76416,Transfer,20-01-2025,20-01-2025,0,0,Shipping canceled,0,Same Day,1,0.039999999,75,Southeast Asia,EE. UU.,Consumer
76396,Transfer,20-01-2025,22-01-2025,2,2,Shipping on time,0,Second Class,1,0.059999999,75,South Asia,EE. UU.,Consumer
76410,Transfer,20-01-2025,26-01-2025,2,6,Late delivery,1,Second Class,1,0.119999997,75,Eastern Asia,EE. UU.,Consumer
76408,Transfer,20-01-2025,24-01-2025,2,4,Late delivery,1,Second Class,1,0.150000006,75,Eastern Asia,EE. UU.,Consumer
76418,Transfer,20-01-2025,24-01-2025,2,4,Late delivery,1,Second Class,1,0.02,75,Southeast Asia,Puerto Rico,Corporate
76449,Transfer,20-01-2025,25-01-2025,2,5,Late delivery,1,Second Class,1,0.07,75,Oceania,Puerto Rico,Corporate
76438,Payment,20-01-2025,21-01-2025,0,1,Late delivery,1,Same Day,1,0,75,Eastern Asia,Puerto Rico,Consumer
76415,Payment,20-01-2025,20-01-2025,0,0,Shipping on time,0,Same Day,1,0.050000001,75,Southeast Asia,Puerto Rico,Consumer
76409,Payment,20-01-2025,25-01-2025,2,5,Late delivery,1,Second Class,1,0.129999995,75,Eastern Asia,Puerto Rico,Consumer
76389,Payment,20-01-2025,25-01-2025,2,5,Late delivery,1,Second Class,1,0.159999996,75,South Asia,Puerto Rico,Consumer
76444,Transfer,20-01-2025,25-01-2025,4,5,Late delivery,1,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Consumer
76384,Cash,20-01-2025,25-01-2025,4,5,Late delivery,1,Standard Class,1,0,75,Eastern Asia,Puerto Rico,Home Office
76428,Debit,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.119999997,75,South Asia,Puerto Rico,Home Office
76421,Debit,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.25,75,South Asia,Puerto Rico,Home Office
76451,Payment,20-01-2025,22-01-2025,4,2,Advance shipping,0,Standard Class,1,0.050000001,75,Southeast Asia,Puerto Rico,Consumer
76403,Transfer,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.25,75,South Asia,Puerto Rico,Consumer
76397,Transfer,20-01-2025,23-01-2025,2,3,Late delivery,1,Second Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Consumer
76407,Transfer,20-01-2025,23-01-2025,2,3,Late delivery,1,Second Class,1,0.159999996,75,South Asia,Puerto Rico,Consumer
76392,Transfer,20-01-2025,23-01-2025,2,3,Late delivery,1,Second Class,1,0.119999997,75,South Asia,Puerto Rico,Consumer
76420,Debit,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0,75,Southeast Asia,EE. UU.,Home Office
76450,Debit,20-01-2025,26-01-2025,4,6,Late delivery,1,Standard Class,1,0.059999999,75,Southeast Asia,EE. UU.,Home Office
76429,Debit,20-01-2025,25-01-2025,4,5,Late delivery,1,Standard Class,1,0.100000001,75,Oceania,EE. UU.,Home Office
76423,Transfer,20-01-2025,24-01-2025,4,4,Shipping on time,0,Standard Class,1,0.180000007,75,South Asia,EE. UU.,Home Office
76422,Transfer,20-01-2025,23-01-2025,4,3,Advance shipping,0,Standard Class,1,0.200000003,75,South Asia,EE. UU.,Home Office
76442,Debit,20-01-2025,22-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,75,Southeast Asia,Puerto Rico,Consumer
76473,Debit,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.01,75,South Asia,EE. UU.,Corporate
76472,Debit,21-01-2025,24-01-2025,4,3,Advance shipping,0,Standard Class,1,0.02,75,South Asia,EE. UU.,Corporate
76471,Debit,21-01-2025,23-01-2025,4,2,Advance shipping,0,Standard Class,1,0.029999999,75,Southeast Asia,EE. UU.,Corporate
76452,Debit,21-01-2025,24-01-2025,4,3,Advance shipping,0,Standard Class,1,0.039999999,75,Oceania,EE. UU.,Corporate
76461,Debit,21-01-2025,23-01-2025,4,2,Advance shipping,0,Standard Class,1,0.159999996,75,Southeast Asia,EE. UU.,Corporate
76511,Debit,21-01-2025,23-01-2025,4,2,Advance shipping,0,Standard Class,1,0.25,75,South Asia,EE. UU.,Corporate
76514,Debit,21-01-2025,26-01-2025,4,5,Late delivery,1,Standard Class,1,0.170000002,75,Oceania,EE. UU.,Corporate
76502,Debit,21-01-2025,24-01-2025,2,3,Late delivery,1,Second Class,1,0.090000004,75,Southeast Asia,Puerto Rico,Consumer
76519,Debit,21-01-2025,26-01-2025,2,5,Late delivery,1,Second Class,1,0.100000001,75,Southeast Asia,Puerto Rico,Consumer
76478,Transfer,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.170000002,75,Southeast Asia,Puerto Rico,Home Office
76506,Payment,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.039999999,75,Eastern Asia,EE. UU.,Consumer
76491,Debit,21-01-2025,23-01-2025,4,2,Advance shipping,0,Standard Class,1,0.01,75,Southeast Asia,Puerto Rico,Consumer
76486,Debit,21-01-2025,23-01-2025,4,2,Advance shipping,0,Standard Class,1,0.059999999,75,Southeast Asia,Puerto Rico,Consumer
76464,Debit,21-01-2025,26-01-2025,4,5,Late delivery,1,Standard Class,1,0.119999997,75,Southeast Asia,Puerto Rico,Consumer
76481,Debit,21-01-2025,23-01-2025,4,2,Advance shipping,0,Standard Class,1,0.129999995,75,Southeast Asia,Puerto Rico,Consumer
76497,Debit,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.159999996,75,South Asia,EE. UU.,Corporate
76493,Debit,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.25,75,South Asia,EE. UU.,Corporate
76459,Cash,21-01-2025,26-01-2025,4,5,Late delivery,1,Standard Class,1,0.180000007,75,Southeast Asia,EE. UU.,Consumer
76501,Payment,21-01-2025,23-01-2025,2,2,Shipping on time,0,Second Class,1,0.100000001,75,Southeast Asia,EE. UU.,Consumer
76515,Debit,21-01-2025,27-01-2025,2,6,Late delivery,1,Second Class,1,0.159999996,75,Southeast Asia,Puerto Rico,Corporate
76470,Debit,21-01-2025,27-01-2025,4,6,Late delivery,1,Standard Class,1,0.039999999,75,Southeast Asia,Puerto Rico,Corporate
76457,Debit,21-01-2025,21-01-2025,0,0,Shipping on time,0,Same Day,1,0.25,75,Oceania,EE. UU.,Consumer
76469,Payment,21-01-2025,26-01-2025,4,5,Late delivery,1,Standard Class,1,0.050000001,75,Southeast Asia,EE. UU.,Corporate
76468,Payment,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.059999999,75,Oceania,EE. UU.,Corporate
76466,Payment,21-01-2025,23-01-2025,4,2,Advance shipping,0,Standard Class,1,0.090000004,75,Southeast Asia,EE. UU.,Corporate
76463,Payment,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.129999995,75,Southeast Asia,EE. UU.,Corporate
76475,Debit,21-01-2025,21-01-2025,0,0,Shipping on time,0,Same Day,1,0.25,75,Oceania,EE. UU.,Corporate
76516,Debit,21-01-2025,23-01-2025,2,2,Shipping on time,0,Second Class,1,0.150000006,75,Oceania,EE. UU.,Corporate
76476,Payment,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,75,Southeast Asia,Puerto Rico,Consumer
76507,Cash,21-01-2025,24-01-2025,2,3,Late delivery,1,Second Class,1,0.029999999,75,South Asia,EE. UU.,Home Office
76518,Debit,21-01-2025,25-01-2025,2,4,Late delivery,1,Second Class,1,0.119999997,75,South Asia,EE. UU.,Consumer
76474,Payment,21-01-2025,21-01-2025,0,0,Shipping on time,0,Same Day,1,0,75,South Asia,Puerto Rico,Corporate
76517,Transfer,21-01-2025,24-01-2025,2,3,Late delivery,1,Second Class,1,0.129999995,75,Oceania,EE. UU.,Corporate
76465,Transfer,21-01-2025,27-01-2025,4,6,Late delivery,1,Standard Class,1,0.100000001,75,Southeast Asia,EE. UU.,Corporate
76498,Transfer,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.150000006,75,Eastern Asia,EE. UU.,Corporate
76483,Payment,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.100000001,75,Southeast Asia,EE. UU.,Consumer
76490,Payment,21-01-2025,27-01-2025,4,6,Late delivery,1,Standard Class,1,0.02,75,Eastern Asia,EE. UU.,Consumer
76504,Payment,21-01-2025,26-01-2025,4,5,Late delivery,1,Standard Class,1,0.059999999,75,Eastern Asia,EE. UU.,Consumer
76482,Payment,21-01-2025,24-01-2025,4,3,Advance shipping,0,Standard Class,1,0.119999997,75,Southeast Asia,EE. UU.,Consumer
76458,Payment,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.200000003,75,Eastern Asia,EE. UU.,Consumer
76494,Transfer,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.200000003,75,South Asia,Puerto Rico,Corporate
76488,Debit,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.039999999,75,Eastern Asia,EE. UU.,Consumer
76487,Debit,21-01-2025,24-01-2025,4,3,Advance shipping,0,Standard Class,1,0.050000001,75,Southeast Asia,EE. UU.,Consumer
76485,Debit,21-01-2025,27-01-2025,4,6,Late delivery,1,Standard Class,1,0.07,75,Southeast Asia,EE. UU.,Consumer
76513,Debit,21-01-2025,25-01-2025,4,4,Shipping on time,0,Standard Class,1,0.180000007,75,Eastern Asia,EE. UU.,Consumer
76509,Debit,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.01,75,South Asia,EE. UU.,Home Office
76477,Transfer,21-01-2025,23-01-2025,1,2,Late delivery,1,First Class,1,0.180000007,75,Southeast Asia,EE. UU.,Consumer
76454,Transfer,21-01-2025,21-01-2025,0,0,Shipping on time,0,Same Day,1,0.02,75,Southeast Asia,EE. UU.,Consumer
76495,Transfer,21-01-2025,27-01-2025,2,6,Late delivery,1,Second Class,1,0.180000007,75,South Asia,EE. UU.,Consumer
76505,Transfer,21-01-2025,27-01-2025,4,6,Late delivery,1,Standard Class,1,0.050000001,75,Eastern Asia,Puerto Rico,Corporate
76500,Payment,21-01-2025,27-01-2025,2,6,Late delivery,1,Second Class,1,0.119999997,75,South Asia,Puerto Rico,Consumer
76496,Payment,21-01-2025,23-01-2025,2,2,Shipping on time,0,Second Class,1,0.170000002,75,South Asia,Puerto Rico,Consumer
