Order_Id,Supplier_Name,Supplier_Country,Product_Name,Order_Item_Quantity,Expected_Delivery_Date,Actual_Delivery_Date,Days_Delayed
76044,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76043,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76042,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,18-01-2025,-1
76041,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,17-01-2025,-2
76177,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76176,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76175,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76174,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
76173,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
76172,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
76171,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
76170,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
76169,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76168,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76167,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76166,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76165,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76164,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76163,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76162,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76161,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76160,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76159,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76158,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76157,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76156,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76155,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76154,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76153,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76152,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76151,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76150,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76149,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,17-01-2025,1
76148,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76147,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76146,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76145,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76144,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76143,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76142,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76141,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76140,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76139,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76138,ConnectPlus,Taiwan,Smart Plug,1,17-01-2025,18-01-2025,1
76137,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76136,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76135,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76134,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76133,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76132,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76131,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76130,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,22-01-2025,4
76129,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76128,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76127,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76126,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,18-01-2025,0
76125,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,22-01-2025,4
76124,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76123,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,20-01-2025,2
76122,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76121,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76120,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76119,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76118,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76117,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76116,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76115,ConnectPlus,Taiwan,Smart Plug,1,16-01-2025,16-01-2025,0
76114,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76113,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,20-01-2025,0
76112,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,19-01-2025,-1
76111,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,18-01-2025,-2
76110,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,22-01-2025,2
76109,ConnectPlus,Taiwan,Smart Plug,1,20-01-2025,21-01-2025,1
76218,ComfortCraft,Poland,Armchair,1,18-01-2025,19-01-2025,1
76229,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76227,ComfortCraft,Poland,Armchair,1,21-01-2025,20-01-2025,-1
76231,ComfortCraft,Poland,Armchair,1,21-01-2025,19-01-2025,-2
76238,ComfortCraft,Poland,Armchair,1,21-01-2025,21-01-2025,0
76236,ComfortCraft,Poland,Armchair,1,21-01-2025,19-01-2025,-2
76230,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76237,ComfortCraft,Poland,Armchair,1,21-01-2025,20-01-2025,-1
76245,ComfortCraft,Poland,Armchair,1,19-01-2025,23-01-2025,4
76239,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76240,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76234,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76215,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76243,ComfortCraft,Poland,Armchair,1,19-01-2025,21-01-2025,2
76214,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,22-01-2025,3
76213,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,21-01-2025,0
76212,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,20-01-2025,-1
76211,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,19-01-2025,-2
76210,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,23-01-2025,2
76209,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,22-01-2025,1
76208,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,21-01-2025,0
76207,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,20-01-2025,-1
76206,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76205,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,23-01-2025,2
76204,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,22-01-2025,1
76203,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,21-01-2025,0
76202,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,20-01-2025,-1
76201,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,19-01-2025,-2
76200,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,23-01-2025,2
76199,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,22-01-2025,1
76198,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,21-01-2025,0
76197,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,20-01-2025,-1
76196,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76195,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,23-01-2025,4
76194,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76193,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76192,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,20-01-2025,1
76191,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,19-01-2025,0
76190,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,23-01-2025,2
76189,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,22-01-2025,1
76188,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76187,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76186,ConnectPlus,Taiwan,Smart Plug,1,18-01-2025,19-01-2025,1
76185,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,23-01-2025,4
76184,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,22-01-2025,3
76183,ConnectPlus,Taiwan,Smart Plug,1,19-01-2025,21-01-2025,2
76182,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,20-01-2025,-1
76181,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,19-01-2025,-2
76180,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,23-01-2025,2
76179,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,22-01-2025,1
76178,ConnectPlus,Taiwan,Smart Plug,1,21-01-2025,21-01-2025,0
76221,ComfortCraft,Poland,Armchair,1,19-01-2025,19-01-2025,0
76244,ComfortCraft,Poland,Armchair,1,19-01-2025,22-01-2025,3
76232,ComfortCraft,Poland,Armchair,1,21-01-2025,20-01-2025,-1
76233,ComfortCraft,Poland,Armchair,1,21-01-2025,21-01-2025,0
76217,ComfortCraft,Poland,Armchair,1,21-01-2025,20-01-2025,-1
76241,ComfortCraft,Poland,Armchair,1,21-01-2025,19-01-2025,-2
76235,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76228,ComfortCraft,Poland,Armchair,1,21-01-2025,21-01-2025,0
76226,ComfortCraft,Poland,Armchair,1,21-01-2025,19-01-2025,-2
76219,ComfortCraft,Poland,Armchair,1,18-01-2025,19-01-2025,1
76225,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76222,ComfortCraft,Poland,Armchair,1,19-01-2025,20-01-2025,1
76224,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76242,ComfortCraft,Poland,Armchair,1,21-01-2025,20-01-2025,-1
76216,ComfortCraft,Poland,Armchair,1,21-01-2025,19-01-2025,-2
76223,ComfortCraft,Poland,Armchair,1,21-01-2025,21-01-2025,0
76220,ComfortCraft,Poland,Armchair,1,19-01-2025,23-01-2025,4
76263,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76260,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76302,ComfortCraft,Poland,Armchair,1,22-01-2025,21-01-2025,-1
76258,ComfortCraft,Poland,Armchair,1,20-01-2025,22-01-2025,2
76246,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76278,ComfortCraft,Poland,Armchair,1,20-01-2025,22-01-2025,2
76267,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76308,ComfortCraft,Poland,Armchair,1,20-01-2025,22-01-2025,2
76265,ComfortCraft,Poland,Armchair,1,20-01-2025,24-01-2025,4
76257,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76311,ComfortCraft,Poland,Armchair,1,19-01-2025,20-01-2025,1
76256,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76254,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76271,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76288,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76277,ComfortCraft,Poland,Armchair,1,22-01-2025,21-01-2025,-1
76300,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76312,ComfortCraft,Poland,Armchair,1,19-01-2025,20-01-2025,1
76282,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76286,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76304,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76273,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76255,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76298,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76314,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76309,ComfortCraft,Poland,Armchair,1,20-01-2025,23-01-2025,3
76276,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76253,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76259,ComfortCraft,Poland,Armchair,1,20-01-2025,23-01-2025,3
76306,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76305,ComfortCraft,Poland,Armchair,1,20-01-2025,24-01-2025,4
76247,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76310,ComfortCraft,Poland,Armchair,1,20-01-2025,24-01-2025,4
76290,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76261,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76301,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76272,ComfortCraft,Poland,Armchair,1,22-01-2025,21-01-2025,-1
76252,ComfortCraft,Poland,Armchair,1,19-01-2025,20-01-2025,1
76270,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76299,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76248,ComfortCraft,Poland,Armchair,1,20-01-2025,22-01-2025,2
76251,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76313,ComfortCraft,Poland,Armchair,1,20-01-2025,22-01-2025,2
76262,ComfortCraft,Poland,Armchair,1,22-01-2025,21-01-2025,-1
76289,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76269,ComfortCraft,Poland,Armchair,1,20-01-2025,23-01-2025,3
76279,ComfortCraft,Poland,Armchair,1,20-01-2025,23-01-2025,3
76291,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76296,ComfortCraft,Poland,Armchair,1,22-01-2025,20-01-2025,-2
76249,ComfortCraft,Poland,Armchair,1,20-01-2025,23-01-2025,3
76292,ComfortCraft,Poland,Armchair,1,22-01-2025,21-01-2025,-1
76287,ComfortCraft,Poland,Armchair,1,22-01-2025,21-01-2025,-1
76294,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76274,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76280,ComfortCraft,Poland,Armchair,1,20-01-2025,24-01-2025,4
76281,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76275,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76264,ComfortCraft,Poland,Armchair,1,19-01-2025,20-01-2025,1
76266,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76307,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76268,ComfortCraft,Poland,Armchair,1,20-01-2025,22-01-2025,2
76285,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76303,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76250,ComfortCraft,Poland,Armchair,1,20-01-2025,24-01-2025,4
76284,ComfortCraft,Poland,Armchair,1,20-01-2025,23-01-2025,3
76297,ComfortCraft,Poland,Armchair,1,22-01-2025,21-01-2025,-1
76293,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76295,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76283,ComfortCraft,Poland,Armchair,1,20-01-2025,22-01-2025,2
76382,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76369,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76362,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76353,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76350,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76327,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76321,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76375,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76322,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76349,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76348,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76324,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76346,ComfortCraft,Poland,Armchair,1,21-01-2025,21-01-2025,0
76365,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76378,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76328,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76380,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76376,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76361,ComfortCraft,Poland,Armchair,1,21-01-2025,21-01-2025,0
76374,ComfortCraft,Poland,Armchair,1,21-01-2025,24-01-2025,3
76368,ComfortCraft,Poland,Armchair,1,21-01-2025,23-01-2025,2
76366,ComfortCraft,Poland,Armchair,1,21-01-2025,21-01-2025,0
76344,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76342,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76340,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76355,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76381,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76379,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76364,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76326,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76377,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76323,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76339,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76333,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76331,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76338,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76347,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76367,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76345,ComfortCraft,Poland,Armchair,1,21-01-2025,25-01-2025,4
76373,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76363,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76329,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76358,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76371,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76317,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76315,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76351,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76343,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76325,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76341,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76334,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76356,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76332,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76357,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76319,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76318,ComfortCraft,Poland,Armchair,1,23-01-2025,23-01-2025,0
76316,ComfortCraft,Poland,Armchair,1,23-01-2025,21-01-2025,-2
76370,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76354,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76352,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76330,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76359,ComfortCraft,Poland,Armchair,1,23-01-2025,24-01-2025,1
76336,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76335,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76372,ComfortCraft,Poland,Armchair,1,23-01-2025,22-01-2025,-1
76320,ComfortCraft,Poland,Armchair,1,23-01-2025,25-01-2025,2
76360,ComfortCraft,Poland,Armchair,1,19-01-2025,20-01-2025,1
76337,ComfortCraft,Poland,Armchair,1,19-01-2025,19-01-2025,0
76394,ComfortCraft,Poland,Armchair,1,24-01-2025,25-01-2025,1
76402,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76424,ComfortCraft,Poland,Armchair,1,24-01-2025,25-01-2025,1
76386,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76395,ComfortCraft,Poland,Armchair,1,22-01-2025,26-01-2025,4
76448,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76440,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76436,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76433,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76431,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76411,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76401,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76443,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76413,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76446,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76426,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76383,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76419,ComfortCraft,Poland,Armchair,1,24-01-2025,25-01-2025,1
76387,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76434,ComfortCraft,Poland,Armchair,1,22-01-2025,25-01-2025,3
76405,ComfortCraft,Poland,Armchair,1,22-01-2025,26-01-2025,4
76399,ComfortCraft,Poland,Armchair,1,24-01-2025,25-01-2025,1
76417,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76439,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76404,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76414,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76400,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76445,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76447,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76432,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76391,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76412,ComfortCraft,Poland,Armchair,1,24-01-2025,23-01-2025,-1
76398,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76437,ComfortCraft,Poland,Armchair,1,24-01-2025,23-01-2025,-1
76393,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76427,ComfortCraft,Poland,Armchair,1,24-01-2025,23-01-2025,-1
76390,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76435,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76430,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76425,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76388,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76385,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76406,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76441,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76416,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76396,ComfortCraft,Poland,Armchair,1,22-01-2025,22-01-2025,0
76410,ComfortCraft,Poland,Armchair,1,22-01-2025,26-01-2025,4
76408,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76418,ComfortCraft,Poland,Armchair,1,22-01-2025,24-01-2025,2
76449,ComfortCraft,Poland,Armchair,1,22-01-2025,25-01-2025,3
76438,ComfortCraft,Poland,Armchair,1,20-01-2025,21-01-2025,1
76415,ComfortCraft,Poland,Armchair,1,20-01-2025,20-01-2025,0
76409,ComfortCraft,Poland,Armchair,1,22-01-2025,25-01-2025,3
76389,ComfortCraft,Poland,Armchair,1,22-01-2025,25-01-2025,3
76444,ComfortCraft,Poland,Armchair,1,24-01-2025,25-01-2025,1
76384,ComfortCraft,Poland,Armchair,1,24-01-2025,25-01-2025,1
76428,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76421,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76451,ComfortCraft,Poland,Armchair,1,24-01-2025,22-01-2025,-2
76403,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76397,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76407,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76392,ComfortCraft,Poland,Armchair,1,22-01-2025,23-01-2025,1
76420,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76450,ComfortCraft,Poland,Armchair,1,24-01-2025,26-01-2025,2
76429,ComfortCraft,Poland,Armchair,1,24-01-2025,25-01-2025,1
76423,ComfortCraft,Poland,Armchair,1,24-01-2025,24-01-2025,0
76422,ComfortCraft,Poland,Armchair,1,24-01-2025,23-01-2025,-1
76442,ComfortCraft,Poland,Armchair,1,21-01-2025,22-01-2025,1
76473,ComfortCraft,Poland,Armchair,1,25-01-2025,25-01-2025,0
76472,ComfortCraft,Poland,Armchair,1,25-01-2025,24-01-2025,-1
76471,ComfortCraft,Poland,Armchair,1,25-01-2025,23-01-2025,-2
76452,ComfortCraft,Poland,Armchair,1,25-01-2025,24-01-2025,-1
76461,ComfortCraft,Poland,Armchair,1,25-01-2025,23-01-2025,-2
